reshares,likes,created_at
,"{'total': 2, 'user_ids': [1314918, 3986597]}",2021-01-28T21:22:54Z
,"{'total': 4, 'user_ids': [3481570, 944858, 754673, 4602637]}",2021-01-26T19:21:43Z
,"{'total': 3, 'user_ids': [2013109, 4884332, 3608020]}",2021-02-26T19:13:36Z
,,2021-02-26T10:57:19Z
,"{'total': 6, 'user_ids': [1132881, 1503420, 3479118, 4525783, 2809762, 3135884]}",2021-02-02T01:24:10Z
,"{'total': 1, 'user_ids': [3638750]}",2021-01-27T11:29:56Z
,"{'total': 2, 'user_ids': [4730783, 4643225]}",2021-01-28T17:15:12Z
"{'reshared_count': 2, 'user_ids': [4443075, 4639661]}","{'total': 2, 'user_ids': [3379291, 4250342]}",2021-01-30T16:46:50Z
,"{'total': 1, 'user_ids': [4713897]}",2021-02-01T12:49:38Z
,"{'total': 1, 'user_ids': [4919313]}",2021-02-25T04:32:12Z
,"{'total': 10, 'user_ids': [4190630, 4468814, 3975548, 2265445, 4152604, 4373353, 1535630, 3768626, 4472664, 3311523]}",2021-01-06T22:37:29Z
,"{'total': 1, 'user_ids': [957444]}",2021-01-13T20:39:20Z
,"{'total': 1, 'user_ids': [4601237]}",2021-01-26T21:44:43Z
,"{'total': 2, 'user_ids': [4510951, 3040433]}",2021-02-25T18:55:57Z
,"{'total': 1, 'user_ids': [3769790]}",2021-01-31T06:54:13Z
,"{'total': 1, 'user_ids': [5034096]}",2021-02-25T19:42:56Z
"{'reshared_count': 1, 'user_ids': [1848703]}","{'total': 9, 'user_ids': [4510951, 3871857, 3135099, 4296391, 371237, 4742181, 359780, 5062796, 1848703]}",2021-02-25T05:12:25Z
,,2021-01-27T20:24:04Z
,"{'total': 2, 'user_ids': [4335305, 1140388]}",2021-02-25T12:01:30Z
,"{'total': 7, 'user_ids': [3943560, 1243494, 3293588, 4102941, 4596437, 4371893, 4530827]}",2021-01-15T15:33:41Z
,"{'total': 1, 'user_ids': [3925935]}",2021-01-29T16:56:34Z
,,2021-01-28T16:31:55Z
,"{'total': 3, 'user_ids': [2915480, 4443346, 4416545]}",2021-01-26T18:29:18Z
,"{'total': 2, 'user_ids': [3479582, 1683697]}",2021-01-29T19:24:04Z
,"{'total': 4, 'user_ids': [4378547, 4679600, 4466728, 958440]}",2021-01-30T04:01:09Z
,"{'total': 7, 'user_ids': [4457164, 3182158, 2978884, 4446843, 4579586, 4334661, 343880]}",2021-01-28T15:17:13Z
,"{'total': 10, 'user_ids': [3116680, 911312, 1437228, 1212616, 421457, 546215, 221619, 1916222, 4096756, 4402023]}",2021-01-25T16:18:16Z
,,2021-02-26T16:56:58Z
,,2021-01-27T12:12:55Z
,"{'total': 3, 'user_ids': [3545501, 3947317, 3461841]}",2021-01-26T22:53:54Z
,"{'total': 1, 'user_ids': [3690110]}",2021-02-02T19:46:51Z
,,2021-01-28T23:29:51Z
,,2021-01-13T15:12:15Z
,"{'total': 2, 'user_ids': [879763, 409131]}",2021-01-26T21:39:22Z
,,2021-02-04T15:30:59Z
,"{'total': 1, 'user_ids': [1483137]}",2021-02-25T03:26:20Z
,,2021-01-28T12:03:36Z
,,2021-02-01T18:56:16Z
,"{'total': 2, 'user_ids': [1931152, 3357133]}",2021-01-26T21:29:18Z
,,2021-01-26T20:27:27Z
,"{'total': 4, 'user_ids': [4203447, 238198, 4677435, 3628263]}",2021-02-01T18:21:01Z
,,2021-01-22T17:17:22Z
,"{'total': 3, 'user_ids': [2018472, 4512527, 4793296]}",2021-02-01T13:06:11Z
"{'reshared_count': 2, 'user_ids': [132346, 4354017]}",,2021-01-29T21:59:21Z
,"{'total': 1, 'user_ids': [3357133]}",2021-01-29T15:38:01Z
,"{'total': 4, 'user_ids': [3505038, 3352622, 3667755, 3806727]}",2021-01-28T22:52:05Z
,"{'total': 17, 'user_ids': [3154763, 3830552, 3569462, 557982, 3172104, 3490792, 1563656, 366739, 3135083, 3179009, 3871487, 4066941, 3366121, 4409336, 3664844, 3394195, 2976495]}",2021-01-29T19:37:14Z
,"{'total': 2, 'user_ids': [3864454, 3963522]}",2021-01-31T23:31:25Z
,"{'total': 1, 'user_ids': [3628263]}",2021-01-30T02:51:54Z
,"{'total': 1, 'user_ids': [4490771]}",2021-01-27T23:59:16Z
,"{'total': 7, 'user_ids': [1939913, 3028557, 3943601, 2255548, 1557799, 3950909, 3916422]}",2021-01-27T08:26:49Z
,"{'total': 8, 'user_ids': [4959247, 3858318, 3547521, 1690643, 3951920, 5139149, 4823122, 3608020]}",2021-02-26T13:28:12Z
,,2021-01-27T19:11:07Z
,"{'total': 2, 'user_ids': [3207748, 4444476]}",2021-02-05T18:50:11Z
,"{'total': 6, 'user_ids': [3153152, 4820355, 1491158, 3283534, 4625183, 1262828]}",2021-02-26T14:17:08Z
,"{'total': 1, 'user_ids': [3070044]}",2021-02-02T20:09:16Z
,"{'total': 1, 'user_ids': [4506125]}",2021-02-02T19:13:49Z
,,2021-01-28T15:13:09Z
,"{'total': 2, 'user_ids': [2153630, 1473774]}",2021-01-27T19:38:36Z
,,2021-02-25T20:44:10Z
,"{'total': 5, 'user_ids': [2013109, 499529, 4700410, 5020931, 4963566]}",2021-02-26T18:52:44Z
,"{'total': 4, 'user_ids': [3770167, 4512527, 3574060, 2147568]}",2021-02-10T03:11:27Z
,,2021-01-29T18:36:47Z
,"{'total': 1, 'user_ids': [3428564]}",2021-01-28T20:04:05Z
,,2021-01-27T20:08:02Z
,,2021-01-29T21:06:31Z
,,2021-01-27T19:40:09Z
,,2021-02-02T09:44:32Z
"{'reshared_count': 1, 'user_ids': [3160763]}",,2021-02-24T22:55:17Z
"{'reshared_count': 1, 'user_ids': [1944816]}","{'total': 5, 'user_ids': [1944816, 3709184, 4803321, 4131440, 2982050]}",2021-02-02T01:54:54Z
"{'reshared_count': 1, 'user_ids': [2121089]}",,2021-02-15T22:22:04Z
,,2021-01-22T17:44:42Z
,,2021-01-27T13:06:30Z
,"{'total': 2, 'user_ids': [4424561, 3806121]}",2021-01-31T19:58:19Z
,,2021-02-26T16:55:34Z
,,2021-01-29T03:44:11Z
,"{'total': 1, 'user_ids': [4512527]}",2021-02-08T18:54:45Z
,"{'total': 1, 'user_ids': [1957217]}",2021-02-01T16:06:58Z
,"{'total': 2, 'user_ids': [700096, 3078918]}",2021-02-22T20:59:49Z
,,2021-02-02T02:05:52Z
,"{'total': 2, 'user_ids': [1289028, 2210891]}",2021-02-26T20:11:56Z
,"{'total': 1, 'user_ids': [5033597]}",2021-02-22T19:21:13Z
,"{'total': 1, 'user_ids': [3998142]}",2021-01-27T23:41:44Z
,"{'total': 1, 'user_ids': [4005709]}",2021-02-01T15:56:45Z
,,2021-01-28T18:15:07Z
,"{'total': 2, 'user_ids': [1825958, 5133610]}",2021-02-25T09:35:13Z
,,2021-01-28T16:44:57Z
,"{'total': 2, 'user_ids': [1927767, 4860731]}",2021-02-05T11:41:43Z
,,2021-02-06T04:35:38Z
,"{'total': 1, 'user_ids': [4715702]}",2021-01-27T13:42:22Z
,"{'total': 3, 'user_ids': [3695671, 4569552, 4619018]}",2021-02-27T16:04:41Z
,"{'total': 2, 'user_ids': [4742890, 4670055]}",2021-02-25T01:28:36Z
,,2021-02-07T01:35:15Z
,"{'total': 2, 'user_ids': [4727690, 1607919]}",2021-02-02T16:46:34Z
,"{'total': 1, 'user_ids': [2789711]}",2021-01-25T19:50:01Z
,"{'total': 9, 'user_ids': [2273112, 3552567, 4829634, 4267864, 2122697, 4564973, 4571793, 4385362, 4080403]}",2021-02-04T14:32:50Z
,"{'total': 1, 'user_ids': [5045917]}",2021-02-24T20:57:46Z
,,2021-02-02T13:39:09Z
"{'reshared_count': 1, 'user_ids': [3921587]}","{'total': 4, 'user_ids': [3921587, 2888700, 1696274, 4007752]}",2021-02-26T16:34:20Z
,"{'total': 1, 'user_ids': [4659933]}",2021-01-28T23:21:27Z
,"{'total': 1, 'user_ids': [3355043]}",2021-01-27T20:35:42Z
,"{'total': 2, 'user_ids': [3948811, 2915090]}",2021-02-05T15:48:07Z
"{'reshared_count': 1, 'user_ids': [4704467]}","{'total': 3, 'user_ids': [3605974, 4655722, 4874281]}",2021-02-25T12:22:54Z
,"{'total': 7, 'user_ids': [3619640, 4169920, 3217285, 4378547, 4614675, 4669429, 4227191]}",2021-01-25T03:18:01Z
,"{'total': 7, 'user_ids': [3579849, 1256426, 3557210, 758183, 3170880, 1800278, 714217]}",2021-01-31T19:16:29Z
,"{'total': 2, 'user_ids': [4778183, 4399648]}",2021-02-01T19:52:58Z
,,2021-01-27T20:28:05Z
,"{'total': 1, 'user_ids': [250071]}",2021-01-27T12:31:48Z
,"{'total': 3, 'user_ids': [4087783, 4950099, 4840016]}",2021-02-10T15:14:42Z
,,2021-02-25T20:29:29Z
,"{'total': 1, 'user_ids': [4938180]}",2021-02-22T08:58:38Z
,"{'total': 1, 'user_ids': [4603770]}",2021-01-21T17:03:48Z
,,2021-01-28T14:28:46Z
,"{'total': 13, 'user_ids': [4060507, 4731452, 3573906, 897466, 2951814, 4591116, 3696488, 3723727, 4753808, 2955620, 4212905, 448960, 4431677]}",2021-01-28T17:37:18Z
,"{'total': 4, 'user_ids': [1664082, 3050466, 4162105, 4526207]}",2021-01-27T01:55:12Z
,,2021-01-21T15:14:33Z
,"{'total': 2, 'user_ids': [4657083, 309600]}",2021-02-01T22:55:58Z
,,2021-01-22T17:29:50Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-02T16:36:28Z
,"{'total': 3, 'user_ids': [3545643, 4073767, 4322666]}",2021-01-25T09:36:02Z
,"{'total': 3, 'user_ids': [1113388, 4631094, 3222477]}",2021-01-26T12:23:46Z
,"{'total': 2, 'user_ids': [2262647, 8532]}",2021-01-29T14:21:35Z
,,2021-01-28T14:04:34Z
,"{'total': 1, 'user_ids': [1927767]}",2021-02-05T15:07:38Z
,,2021-01-25T10:11:36Z
,,2021-01-25T15:31:11Z
,,2021-02-04T16:06:38Z
,,2021-01-25T15:56:44Z
,"{'total': 1, 'user_ids': [3068743]}",2021-01-28T17:19:10Z
,"{'total': 9, 'user_ids': [4751302, 4603708, 4278228, 4400730, 4516697, 3694903, 1464070, 4708783, 4774246]}",2021-01-31T17:29:41Z
,"{'total': 2, 'user_ids': [2149017, 4410875]}",2021-01-28T15:18:28Z
,,2021-02-24T21:14:53Z
,"{'total': 1, 'user_ids': [4708853]}",2021-01-28T13:51:03Z
,"{'total': 9, 'user_ids': [791542, 884704, 3751350, 870499, 3870774, 1146450, 3260810, 4039955, 953497]}",2021-01-25T21:01:52Z
,"{'total': 4, 'user_ids': [3393560, 2919410, 3834555, 3479244]}",2021-01-25T10:02:46Z
,,2021-02-02T14:45:52Z
,,2021-01-29T14:52:54Z
,"{'total': 20, 'user_ids': [4820867, 1022793, 4449758, 822438, 3905412, 3881795, 4913496, 4397580, 4652193, 2987815, 480398, 4665740, 1337652, 4570638, 4505228, 4227692, 4295970, 4123476, 2051876, 4915255]}",2021-02-11T05:37:10Z
,"{'total': 1, 'user_ids': [4012398]}",2021-02-25T12:49:59Z
,"{'total': 2, 'user_ids': [4323332, 5013106]}",2021-02-18T18:19:17Z
,"{'total': 1, 'user_ids': [4471068]}",2021-01-15T14:54:14Z
,,2021-02-24T20:48:02Z
"{'reshared_count': 1, 'user_ids': [4591136]}","{'total': 3, 'user_ids': [954708, 1219369, 4591136]}",2021-01-27T22:55:33Z
,"{'total': 1, 'user_ids': [1871208]}",2021-02-04T16:32:54Z
,"{'total': 2, 'user_ids': [3406966, 3033999]}",2021-01-12T19:56:48Z
,"{'total': 1, 'user_ids': [4242367]}",2021-01-27T13:02:46Z
,"{'total': 1, 'user_ids': [4790781]}",2021-01-30T17:52:34Z
,,2021-02-25T00:30:48Z
,"{'total': 1, 'user_ids': [3864454]}",2021-01-27T00:51:41Z
,,2021-02-24T23:43:36Z
,"{'total': 19, 'user_ids': [1631475, 3004171, 3399149, 3160925, 4409582, 404778, 3546853, 1416236, 3191689, 881071, 4470944, 3549208, 1529859, 4171252, 4055166, 4130614, 3345701, 4334526, 4678249]}",2021-02-03T04:28:57Z
,,2021-02-05T14:16:08Z
,,2021-02-25T18:21:44Z
,"{'total': 1, 'user_ids': [761038]}",2021-02-08T15:47:51Z
,"{'total': 8, 'user_ids': [2139968, 1476146, 4524285, 221619, 2923938, 3148139, 1285834, 3254374]}",2021-01-14T14:33:46Z
,"{'total': 3, 'user_ids': [3983145, 4378798, 1273004]}",2021-01-27T15:50:33Z
,"{'total': 1, 'user_ids': [1143119]}",2021-01-28T13:47:18Z
,"{'total': 6, 'user_ids': [4797446, 3015439, 2985604, 4774246, 4555201, 4083250]}",2021-01-31T00:32:05Z
,"{'total': 3, 'user_ids': [3189149, 4539534, 3390879]}",2021-02-24T21:52:40Z
,"{'total': 3, 'user_ids': [3204158, 1146065, 3882696]}",2021-01-22T15:26:22Z
,"{'total': 3, 'user_ids': [3688059, 3967192, 5070844]}",2021-02-27T15:59:30Z
,"{'total': 3, 'user_ids': [4861342, 4054229, 3944328]}",2021-02-05T23:39:22Z
,"{'total': 17, 'user_ids': [4583962, 4465544, 783415, 4771896, 4584069, 4719210, 3903804, 3993100, 4732734, 4163144, 4083250, 4711121, 3263812, 473102, 4472620, 2870543, 4415629]}",2021-01-29T10:27:50Z
,,2021-01-24T17:18:22Z
,"{'total': 4, 'user_ids': [4145178, 4309847, 3919958, 3960447]}",2021-01-28T11:08:21Z
,,2021-02-25T17:56:59Z
,,2021-02-25T20:46:28Z
,"{'total': 1, 'user_ids': [4676434]}",2021-01-30T02:18:16Z
,,2021-02-02T14:02:12Z
,,2021-02-04T14:37:58Z
,,2021-01-30T15:28:56Z
,"{'total': 2, 'user_ids': [690989, 4677425]}",2021-01-25T15:26:59Z
,"{'total': 2, 'user_ids': [4848704, 4161099]}",2021-02-24T22:09:38Z
,"{'total': 2, 'user_ids': [3730623, 4230903]}",2021-01-29T16:43:04Z
,"{'total': 1, 'user_ids': [4347993]}",2021-02-02T15:57:17Z
,,2021-01-29T19:43:58Z
,,2021-02-25T00:19:08Z
,,2021-01-20T12:27:42Z
,"{'total': 1, 'user_ids': [3131060]}",2021-01-29T15:50:31Z
,"{'total': 6, 'user_ids': [4547509, 3579849, 4072445, 4836482, 4573860, 4161007]}",2021-02-19T22:32:54Z
,"{'total': 2, 'user_ids': [3962153, 4448947]}",2021-01-28T21:09:08Z
,"{'total': 6, 'user_ids': [4655331, 3713105, 2884207, 3407368, 3646564, 4227664]}",2021-01-22T14:08:08Z
,"{'total': 3, 'user_ids': [3947040, 3375737, 4787501]}",2021-02-25T21:53:49Z
,"{'total': 3, 'user_ids': [3944514, 3253343, 4361629]}",2021-01-28T14:52:37Z
,"{'total': 2, 'user_ids': [4714334, 3357133]}",2021-02-01T20:43:13Z
"{'reshared_count': 3, 'user_ids': [4616950, 4563741, 4438357]}","{'total': 17, 'user_ids': [4616950, 4385702, 1437296, 3345176, 3130933, 4774246, 3413058, 4623796, 2014592, 3998505, 4647703, 4563741, 3450982, 133829, 643434, 4665845, 3759161]}",2021-01-30T16:48:02Z
,,2021-02-01T15:21:33Z
,"{'total': 1, 'user_ids': [1361905]}",2021-01-28T17:25:11Z
,"{'total': 10, 'user_ids': [4699812, 690989, 1823719, 2806169, 4706839, 3469880, 2038101, 3084322, 3745579, 3713175]}",2021-01-28T04:18:16Z
,"{'total': 1, 'user_ids': [3609641]}",2021-01-28T19:20:13Z
,"{'total': 1, 'user_ids': [1881725]}",2021-01-29T01:38:53Z
,,2021-01-29T03:05:23Z
,"{'total': 1, 'user_ids': [898227]}",2021-01-29T13:23:19Z
,"{'total': 28, 'user_ids': [4790821, 4624182, 1001501, 3779318, 2265918, 4410812, 3744997, 398227, 1854089, 1418370, 1862226, 3292593, 1897906, 3030380, 1496474, 4646358, 217334, 4411379, 1924131, 853772, 2901551, 3500974, 3750457, 1536568, 4003630, 4474477, 1489453, 4158240]}",2021-02-02T02:49:54Z
,"{'total': 4, 'user_ids': [4378547, 4434894, 3582609, 4518777]}",2021-01-29T14:43:06Z
,,2021-01-30T19:27:07Z
,"{'total': 1, 'user_ids': [3013980]}",2021-02-25T10:31:02Z
"{'reshared_count': 1, 'user_ids': [1464070]}","{'total': 4, 'user_ids': [4438382, 1464070, 3510303, 3459293]}",2021-01-28T01:14:59Z
,"{'total': 1, 'user_ids': [3411387]}",2021-02-26T20:40:37Z
,"{'total': 4, 'user_ids': [1927767, 3610779, 4385877, 1868534]}",2021-02-04T03:53:23Z
,"{'total': 2, 'user_ids': [3610779, 1337652]}",2021-02-04T02:11:40Z
,,2021-02-16T15:10:30Z
,,2021-01-27T18:06:43Z
,"{'total': 1, 'user_ids': [1643252]}",2021-02-01T21:57:05Z
,,2021-02-02T10:12:41Z
,"{'total': 14, 'user_ids': [4169920, 289411, 4095034, 4373353, 4491987, 1782869, 4171040, 3342125, 3489760, 1285834, 1798103, 4256684, 4010918, 3311194]}",2021-01-14T18:21:23Z
,"{'total': 1, 'user_ids': [4663429]}",2021-02-25T03:17:41Z
,"{'total': 10, 'user_ids': [4352361, 4419774, 1798103, 4557354, 4305486, 4579207, 4391062, 4543127, 4521174, 4492267]}",2021-01-18T22:39:01Z
,"{'total': 4, 'user_ids': [14062, 4816606, 2914464, 3357133]}",2021-02-02T14:35:33Z
,"{'total': 11, 'user_ids': [4746640, 4108460, 2953688, 4791909, 2870457, 4288546, 1322031, 3572900, 3740975, 3767377, 4618857]}",2021-02-01T18:15:36Z
,,2021-01-27T22:14:41Z
,"{'total': 6, 'user_ids': [1791088, 3768618, 442228, 1435354, 3546581, 3224991]}",2021-02-02T11:13:57Z
,"{'total': 3, 'user_ids': [4381620, 3456741, 4424594]}",2021-02-08T14:12:36Z
,"{'total': 2, 'user_ids': [4515188, 4348310]}",2021-01-22T17:44:22Z
,"{'total': 1, 'user_ids': [871460]}",2021-02-04T20:46:43Z
,"{'total': 4, 'user_ids': [4512527, 3579849, 3060133, 4785517]}",2021-02-02T14:19:17Z
,,2021-01-29T17:59:41Z
,"{'total': 3, 'user_ids': [4833966, 1078977, 4205555]}",2021-02-09T16:36:55Z
,"{'total': 5, 'user_ids': [3608020, 3163299, 3001750, 2818205, 4249549]}",2021-02-26T19:43:13Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-02T20:09:56Z
,"{'total': 2, 'user_ids': [2919211, 5034482]}",2021-02-25T01:29:03Z
,,2021-01-23T18:00:54Z
"{'reshared_count': 1, 'user_ids': [4871796]}",,2021-02-10T20:20:28Z
,"{'total': 1, 'user_ids': [3903804]}",2021-02-02T05:33:21Z
,"{'total': 17, 'user_ids': [593020, 4629423, 2852664, 1508034, 4465620, 1997318, 4323580, 3642845, 1477640, 4708574, 4093577, 4301399, 1414010, 4551529, 3581662, 4184817, 4405314]}",2021-01-27T19:57:09Z
,,2021-01-27T15:59:05Z
,"{'total': 5, 'user_ids': [4416545, 872558, 1949940, 219890, 3328102]}",2021-01-26T17:49:38Z
,"{'total': 3, 'user_ids': [3579849, 4490771, 4819741]}",2021-02-02T16:40:50Z
,,2021-01-28T04:02:53Z
,"{'total': 1, 'user_ids': [307831]}",2021-01-26T16:49:32Z
,,2021-01-27T14:39:46Z
,,2021-02-26T22:50:32Z
,,2021-02-02T01:43:19Z
,"{'total': 1, 'user_ids': [4273824]}",2021-01-27T00:31:35Z
,"{'total': 4, 'user_ids': [4505400, 1860534, 4208025, 1203094]}",2021-01-28T11:50:03Z
"{'reshared_count': 3, 'user_ids': [3540582, 1062324, 1062324]}","{'total': 3, 'user_ids': [1927767, 3540582, 5172723]}",2021-02-06T14:28:46Z
,"{'total': 1, 'user_ids': [1035086]}",2021-01-14T20:56:04Z
"{'reshared_count': 1, 'user_ids': [3085964]}","{'total': 3, 'user_ids': [4481406, 1005061, 2895972]}",2021-01-26T16:44:48Z
,"{'total': 1, 'user_ids': [3214391]}",2021-01-27T19:28:10Z
,"{'total': 2, 'user_ids': [701181, 2173209]}",2021-01-29T14:23:18Z
,,2021-01-27T14:10:48Z
,"{'total': 3, 'user_ids': [2257784, 76291, 4648161]}",2021-01-28T08:52:35Z
,"{'total': 4, 'user_ids': [3803511, 4542582, 3443436, 3843390]}",2021-02-02T16:30:14Z
,"{'total': 1, 'user_ids': [3170880]}",2021-01-28T06:21:43Z
,,2021-01-27T14:11:58Z
,"{'total': 1, 'user_ids': [4599904]}",2021-01-27T13:27:42Z
,"{'total': 6, 'user_ids': [4345954, 4274243, 1146065, 4291759, 3338382, 755040]}",2021-01-28T12:26:49Z
,,2021-01-26T23:46:39Z
,"{'total': 1, 'user_ids': [4625401]}",2021-01-29T09:10:35Z
,"{'total': 3, 'user_ids': [4002320, 209457, 4360985]}",2021-02-01T13:07:54Z
,"{'total': 2, 'user_ids': [668415, 3944512]}",2021-02-05T15:19:51Z
,,2021-02-10T17:27:36Z
,,2021-01-22T18:35:56Z
,,2021-01-23T00:45:42Z
,,2021-02-02T20:54:18Z
,,2021-02-24T21:55:07Z
,,2021-01-25T16:14:36Z
,"{'total': 5, 'user_ids': [3579849, 4512527, 3608020, 776085, 3453746]}",2021-02-04T14:24:37Z
,,2021-02-04T22:21:58Z
,"{'total': 8, 'user_ids': [3819763, 4691850, 3255088, 4044096, 4226531, 4640372, 2161474, 3646543]}",2021-01-28T13:39:32Z
,"{'total': 19, 'user_ids': [3889241, 3984496, 3237432, 1814142, 2224529, 1440786, 1606711, 4511192, 1512574, 1824033, 8468, 4748215, 4556087, 940840, 698238, 3931598, 1382277, 4478748, 918474]}",2021-01-28T13:15:41Z
,"{'total': 4, 'user_ids': [5068841, 4882729, 4069783, 2827857]}",2021-02-26T15:53:12Z
,"{'total': 1, 'user_ids': [1760626]}",2021-01-26T19:49:10Z
,"{'total': 1, 'user_ids': [1860534]}",2021-01-27T12:55:21Z
,"{'total': 1, 'user_ids': [2173209]}",2021-01-28T01:45:01Z
,,2021-01-22T17:32:23Z
,"{'total': 1, 'user_ids': [4924600]}",2021-02-25T00:30:44Z
,"{'total': 6, 'user_ids': [3226984, 3615103, 5011996, 3439828, 2792684, 4785402]}",2021-02-16T02:59:20Z
,,2021-02-17T22:49:28Z
,"{'total': 1, 'user_ids': [3169984]}",2021-01-28T15:09:41Z
,"{'total': 4, 'user_ids': [1009873, 1128890, 2932104, 361690]}",2021-01-25T15:37:49Z
,"{'total': 3, 'user_ids': [700096, 3522035, 5147497]}",2021-02-26T17:15:02Z
,,2021-01-27T03:54:02Z
,"{'total': 1, 'user_ids': [3696074]}",2021-01-13T16:53:59Z
,,2021-02-24T20:37:31Z
,"{'total': 4, 'user_ids': [3579849, 1335982, 3050673, 4118748]}",2021-01-28T23:55:47Z
"{'reshared_count': 1, 'user_ids': [4546676]}","{'total': 5, 'user_ids': [1782869, 4245198, 4044174, 4612583, 307831]}",2021-01-18T20:17:58Z
,,2021-01-29T13:09:31Z
,,2021-02-03T23:03:52Z
,"{'total': 2, 'user_ids': [3468806, 4378547]}",2021-01-22T17:38:45Z
,"{'total': 2, 'user_ids': [3579849, 3343661]}",2021-02-04T00:10:54Z
,,2021-02-12T16:06:56Z
,"{'total': 3, 'user_ids': [4485018, 3131511, 2993608]}",2021-01-28T20:28:50Z
,"{'total': 1, 'user_ids': [2982092]}",2021-01-14T04:16:04Z
,"{'total': 4, 'user_ids': [4162309, 1309155, 3834006, 656398]}",2021-02-22T15:48:45Z
,,2021-01-26T20:18:48Z
,"{'total': 2, 'user_ids': [4427735, 3903804]}",2021-01-29T19:27:51Z
,"{'total': 1, 'user_ids': [3510303]}",2021-01-28T01:15:21Z
,,2021-01-22T18:52:53Z
,"{'total': 1, 'user_ids': [1397395]}",2021-02-03T09:04:38Z
,,2021-01-30T06:01:06Z
,"{'total': 3, 'user_ids': [849072, 4405539, 3579849]}",2021-02-02T16:35:26Z
,"{'total': 2, 'user_ids': [3975548, 1312723]}",2021-02-11T14:27:19Z
,,2021-01-27T14:53:31Z
,"{'total': 1, 'user_ids': [2925566]}",2021-01-27T09:41:02Z
,"{'total': 5, 'user_ids': [3354126, 4466714, 4321039, 3608020, 4128649]}",2021-02-02T13:29:02Z
,"{'total': 1, 'user_ids': [840753]}",2021-01-25T15:20:47Z
,,2021-01-26T20:15:52Z
,"{'total': 5, 'user_ids': [1910513, 4574709, 854626, 3033999, 4616736]}",2021-01-27T14:24:37Z
,,2021-02-26T00:22:03Z
,,2021-01-26T20:28:56Z
,"{'total': 3, 'user_ids': [444888, 3261241, 4835578]}",2021-02-24T20:27:01Z
,"{'total': 6, 'user_ids': [4287987, 3056919, 1357889, 3676715, 4469447, 4667856]}",2021-01-23T21:21:45Z
,"{'total': 8, 'user_ids': [2976908, 3796277, 3929614, 1262152, 4439683, 3608814, 4437577, 4420925]}",2021-01-27T17:14:40Z
,"{'total': 2, 'user_ids': [3645983, 1063994]}",2021-02-02T13:30:56Z
"{'reshared_count': 3, 'user_ids': [1733012, 1733012, 3135099]}","{'total': 27, 'user_ids': [4697411, 4394301, 4583962, 3806121, 3415993, 4424594, 4801038, 3783551, 4112001, 1733012, 4797487, 1024462, 4763253, 3062082, 4532058, 4490771, 2818007, 1523024, 3135099, 706407, 3427089, 3205607, 3946245, 2966054, 4390009, 2188780, 3180559]}",2021-02-02T01:27:10Z
,"{'total': 9, 'user_ids': [1682357, 181769, 2014771, 3157538, 3096917, 4598846, 4754762, 4737777, 4504123]}",2021-01-29T18:55:49Z
,"{'total': 1, 'user_ids': [4696174]}",2021-02-04T18:29:19Z
,,2021-02-04T16:09:16Z
,,2021-02-04T17:09:00Z
,"{'total': 3, 'user_ids': [1950996, 4428970, 5131090]}",2021-02-25T00:59:53Z
,"{'total': 1, 'user_ids': [4391062]}",2021-01-13T18:07:31Z
,"{'total': 7, 'user_ids': [4414332, 2951974, 2987649, 4353635, 3785132, 4116765, 4785402]}",2021-02-07T16:05:11Z
,"{'total': 9, 'user_ids': [4491987, 4171040, 648103, 4368877, 1243494, 4246388, 3390879, 3634423, 3676715]}",2021-01-19T03:18:41Z
,,2021-01-28T17:14:02Z
,"{'total': 3, 'user_ids': [3609617, 4588494, 382596]}",2021-01-26T06:06:04Z
,"{'total': 2, 'user_ids': [3000976, 431459]}",2021-01-27T13:43:51Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-02T19:04:16Z
,"{'total': 6, 'user_ids': [911207, 3056919, 4512527, 927593, 979714, 4515188]}",2021-01-25T01:06:36Z
,,2021-02-02T18:39:02Z
,"{'total': 1, 'user_ids': [267529]}",2021-01-25T17:25:44Z
,"{'total': 2, 'user_ids': [934571, 4501721]}",2021-01-28T23:42:06Z
"{'reshared_count': 2, 'user_ids': [4433452, 4433452]}","{'total': 3, 'user_ids': [4637876, 4233337, 3738009]}",2021-01-27T17:11:04Z
,"{'total': 2, 'user_ids': [1575496, 4595980]}",2021-01-28T17:22:05Z
,"{'total': 4, 'user_ids': [3717339, 3922111, 1118054, 4490967]}",2021-02-03T14:59:16Z
,"{'total': 3, 'user_ids': [3321188, 1179117, 648103]}",2021-01-23T05:37:49Z
,"{'total': 2, 'user_ids': [4647563, 3469931]}",2021-02-02T14:23:39Z
,"{'total': 1, 'user_ids': [4527743]}",2021-01-22T17:07:05Z
,"{'total': 10, 'user_ids': [3772815, 3329245, 4595389, 3278035, 4486381, 3453746, 4383391, 3042674, 3217127, 4616199]}",2021-02-11T02:01:30Z
,"{'total': 2, 'user_ids': [3508301, 1625232]}",2021-01-27T00:13:22Z
"{'reshared_count': 1, 'user_ids': [4660366]}","{'total': 7, 'user_ids': [4061118, 2203090, 4546594, 1815758, 4206482, 4651025, 3646282]}",2021-01-28T19:36:42Z
